#GO function	AUPRC	# of gene families for which a GO function was predicted at Pr>=50%
44445	0.0200388371	0
44446	0.0872348856	1
44461	0.3135408978	14
44462	0.0513428135	11
44463	0.3135408978	14
44464	0.3558329063	680
45184	0.050853571	0
45226	0.1156801598	1
45259	0.2075392597	14
45261	0.3274245375	7
45333	0.1390441153	13
46034	0.0896322742	4
46039	0.0770959895	0
46040	0.2826443411	7
46112	0.1298443678	0
46116	0.1231706573	1
46128	0.1211062442	4
46129	0.1248389168	14
46130	0.0827367552	3
46148	0.1034582533	5
46219	0.3981755668	0
46365	0.0818281344	0
46379	0.1156801598	1
46390	0.2286708788	40
46394	0.2643892524	103
46395	0.0436346145	1
46417	0.1546223084	3
46434	0.0836374044	3
46451	0.0491567698	2
46467	0.233872328	0
46483	0.3602958018	764
46490	0.4564258103	8
46493	0.3120439303	0
46496	0.0486085869	0
46700	0.0891169387	3
46872	0.1988159708	0
46873	0.0943962071	11
46903	0.0296722158	0
46906	0.0477300822	1
46907	0.0092735114	0
46914	0.0961671083	0
46915	0.059388928	4
46916	0.0523504523	4
46933	0.3210585849	12
46942	0.0209800436	2
46943	0.0481549101	2
46961	0.0234234416	0
46983	0.0171146513	0
48037	0.1275457983	0
48038	0.1924587858	12
48869	0.1297094079	21
48870	0.2890798609	16
48878	0.07567793	3
50136	0.3917096862	24
50789	0.104866597	112
50793	0.1894703456	18
50794	0.1000167367	110
50801	0.07567793	3
50896	0.0997705759	62
51128	0.1608166051	20
51171	0.0530848095	22
51179	0.1788684651	235
51183	0.2975265042	10
51186	0.1490708046	22
51188	0.1429323249	22
51189	0.2137991725	10
51234	0.1659859302	198
51246	0.0840845885	2
51252	0.0504533412	25
51301	0.0839226479	16
51540	0.1119754639	16
51641	0.0398549736	0
51649	0.0303667418	0
51674	0.2890798609	16
51716	0.0948971122	68
52689	0.0586807172	2
55065	0.0457204594	4
55072	0.0523504523	4
55076	0.0457204594	4
55080	0.0401018069	4
55082	0.0899665977	3
55086	0.1865199828	48
55114	0.197500787	165
60089	0.0680961127	48
60255	0.0649073715	25
65003	0.0104759842	0
65007	0.1074747266	115
65008	0.098032858	24
70011	0.0382618956	0
70035	0.0764715264	2
70271	0.0121573887	0
71103	0.0337727718	2
71496	0.0192547923	0
71554	0.0955397922	18
1901661	0.0413044246	2
1901663	0.0413044246	2
