#go	freq
52729	4.6560548967496545E-7
35513	2.3280274483748272E-7
52730	9.312109793499309E-7
52736	1.5132178414436377E-5
52733	2.7005118401147996E-5
52734	2.7005118401147996E-5
52739	4.632774622265906E-5
52740	4.632774622265906E-5
52737	1.8624219586998618E-6
52738	5.587265876099586E-6
52744	2.3280274483748272E-7
35527	2.7703526635660444E-5
52742	2.3280274483748272E-7
52741	2.3280274483748272E-7
52747	9.312109793499309E-7
35529	6.052871365774551E-6
52745	3.2429422355861344E-4
334	2.0952247035373445E-5
52751	2.3280274483748272E-7
52749	1.3735361945411481E-5
35539	2.3280274483748272E-7
338	3.259238427724758E-6
413	0.003555130716413199
405	2.3280274483748272E-7
428	2.095224703537345E-6
35368	2.3280274483748272E-7
52932	1.629619213862379E-6
52931	1.629619213862379E-6
52930	1.629619213862379E-6
52929	1.673851735381501E-4
52928	1.673851735381501E-4
52927	1.673851735381501E-4
377	4.6560548967496545E-7
376	2.3280274483748272E-7
375	6.984082345124482E-7
398	4.6560548967496545E-7
394	6.448636031998272E-5
35337	8.38089881414938E-6
52935	2.56083019321231E-6
35335	0.001076945497618195
52936	2.56083019321231E-6
52933	1.629619213862379E-6
52934	2.56083019321231E-6
478	2.3280274483748272E-7
52886	8.38089881414938E-6
52888	3.678283368432227E-5
469	2.3280274483748272E-7
52887	8.38089881414938E-6
52890	9.684594185239282E-5
52889	8.38089881414938E-6
35438	7.193604815478216E-4
35437	4.6560548967496545E-7
52910	1.1640137241874137E-6
52911	3.957646662237207E-6
52912	4.6560548967496545E-7
52913	5.238061758843362E-5
52914	7.635930030669434E-5
35444	2.8401934870172894E-4
52915	1.010363912594675E-4
52916	6.844400698221992E-5
35443	1.3968164690248965E-6
52901	2.3280274483748272E-7
52902	2.3280274483748272E-7
35429	4.367379493151176E-4
52903	2.3280274483748272E-7
52904	2.3280274483748272E-7
35434	2.3513077228585756E-4
52906	4.6583829241980294E-4
35433	4.004207211204703E-5
52907	7.263445638929461E-5
35435	0.0011668073571254635
52908	4.5489656341244126E-4
52863	4.220713763903562E-4
52862	1.5132178414436377E-5
52861	1.5132178414436377E-5
52868	2.3280274483748272E-7
52866	4.6560548967496545E-7
52865	4.220713763903562E-4
451	1.1872939986711619E-4
35383	0.001610296586040868
52856	1.2804150966061551E-5
52855	8.543860735535616E-5
35384	9.831259914486895E-4
52854	6.402075483030776E-5
439	4.6560548967496545E-7
52853	6.402075483030776E-5
441	4.6560548967496545E-7
52858	2.3280274483748272E-7
52857	2.3280274483748272E-7
52880	2.2581866249235825E-5
52877	6.984082345124482E-6
52883	4.6560548967496545E-7
52881	1.3269756455736515E-5
52882	1.1640137241874137E-6
453	9.312109793499309E-7
52869	2.3978682718260723E-5
455	1.629619213862379E-6
52875	9.312109793499309E-7
52876	6.052871365774551E-6
52873	2.095224703537345E-6
52874	4.6560548967496545E-7
18153	2.3280274483748272E-7
52588	3.957646662237207E-6
52587	1.2338545476386585E-5
18149	5.587265876099586E-6
35251	2.9984993535067775E-4
52596	1.3968164690248965E-6
35252	2.3280274483748272E-7
52595	1.3968164690248965E-6
52594	1.3968164690248965E-6
35250	7.310006187896957E-5
52593	1.3968164690248965E-6
52592	3.787700658505844E-4
52591	2.2698267621654565E-4
52590	2.2698267621654565E-4
18160	3.326751223727628E-4
52589	1.6412593511042534E-4
52572	6.052871365774551E-6
52565	2.3280274483748272E-7
35235	1.5830586648948826E-5
52577	6.984082345124482E-7
18142	2.095224703537345E-6
18143	2.095224703537345E-6
52553	2.793632938049793E-6
52556	9.312109793499309E-7
52555	9.312109793499309E-7
18120	2.3280274483748272E-7
52552	2.793632938049793E-6
18117	1.8624219586998618E-6
52551	2.3280274483748272E-7
18131	7.915293324474413E-5
52562	1.3968164690248965E-6
52561	1.3968164690248965E-6
52564	6.518476855449516E-6
18130	0.1610301242095765
18126	2.3280274483748272E-7
35194	2.3280274483748272E-7
18108	1.8670780135966115E-4
18106	0.0029568276621808683
18105	6.984082345124482E-7
18104	9.312109793499309E-7
502	8.010742449857781E-4
18101	1.6133230217237553E-4
52547	4.819016818135893E-4
18113	2.3280274483748272E-7
52548	2.3559637777553253E-4
18112	1.2571348221224069E-4
35303	4.6560548967496545E-7
35304	4.6560548967496545E-7
35307	2.3280274483748272E-7
35308	2.3280274483748272E-7
35305	2.3280274483748272E-7
35306	2.3280274483748272E-7
35312	2.3280274483748272E-7
18070	4.6560548967496545E-7
52501	2.3280274483748272E-7
18055	3.9809269367209545E-5
18063	9.544912538336792E-6
18065	0.0015071649700778632
35257	2.3280274483748272E-7
52716	3.7248439173997236E-6
18022	2.3280274483748272E-7
52709	2.3280274483748272E-7
18024	1.0941729007361689E-5
18023	2.3280274483748272E-7
52708	9.312109793499309E-7
52707	2.3280274483748272E-7
52704	9.312109793499309E-7
52703	1.2431666574321578E-4
52701	1.2431666574321578E-4
52699	1.2431666574321578E-4
18011	2.3280274483748272E-7
52698	1.2431666574321578E-4
18012	2.3280274483748272E-7
52693	1.7367084764876212E-4
52689	0.005275775803507033
52690	4.609494347782158E-5
52692	1.0196760223881743E-4
35091	1.1640137241874137E-6
52680	2.3280274483748272E-7
52666	4.6560548967496545E-7
52665	4.6560548967496545E-7
52662	2.095224703537345E-6
52664	2.095224703537345E-6
52663	2.095224703537345E-6
52655	3.4710889255268676E-4
52656	3.4710889255268676E-4
52654	3.4710889255268676E-4
52657	2.558502165763935E-4
52647	1.536498115927386E-5
52648	1.536498115927386E-5
52645	1.536498115927386E-5
52646	0.0012981081052138037
746	5.878269307146439E-4
52652	2.0928966760889697E-4
52650	2.3280274483748272E-7
738	5.354463131262103E-6
737	9.312109793499309E-7
726	1.2408386299837828E-4
725	1.8158614097323652E-4
52636	4.4698127008796687E-5
731	9.312109793499309E-7
52621	3.77140446636722E-5
723	5.214781484359613E-5
724	1.8018932450421165E-4
721	1.5132178414436377E-5
52614	2.3280274483748272E-7
715	4.327803026528804E-4
716	4.327803026528804E-4
52618	1.3502559200573998E-5
52619	1.3502559200573998E-5
703	2.979875133919779E-5
702	4.3766916029446755E-4
52598	2.3280274483748272E-7
52597	2.3280274483748272E-7
52600	2.3280274483748272E-7
52599	2.3280274483748272E-7
700	2.3280274483748272E-7
52601	2.3280274483748272E-7
16260	5.750227797485823E-4
71229	5.8433488954208164E-5
16259	5.754883852382573E-4
51202	2.7005118401147996E-5
71236	1.1640137241874137E-6
51195	2.3280274483748272E-7
16250	3.492041172562241E-6
71224	4.6560548967496545E-7
51196	1.0196760223881743E-4
51193	1.0243320772849241E-4
16246	2.3280274483748272E-7
51191	7.845452501023168E-5
51192	5.438272119403597E-4
16248	4.6560548967496545E-7
51189	0.0030569328424609856
16247	1.4200967435086447E-4
16273	2.3280274483748272E-7
71248	2.095224703537345E-6
16274	2.3280274483748272E-7
36049	1.3735361945411482E-4
71245	2.3280274483748272E-7
36047	1.3735361945411482E-4
36048	1.3781922494378977E-4
71250	4.6560548967496545E-7
71249	4.6560548967496545E-7
36046	1.3735361945411482E-4
51213	0.00468608645083369
16272	1.0708926262524206E-5
16265	1.1407334497036654E-4
51212	1.8624219586998618E-6
36041	2.3280274483748272E-7
71243	2.3280274483748272E-7
51205	0.001238510602535408
71241	2.793632938049793E-6
36065	7.868732775506917E-5
51234	0.15072743873679367
51235	2.3280274483748274E-6
36068	9.987237753528009E-5
16290	3.049715957371024E-5
16289	3.1195567808222686E-4
71265	0.0014857471175528149
71266	7.566089207218189E-4
71267	7.291381968309959E-4
71268	8.590421284503113E-5
36054	1.3781922494378977E-4
51222	2.3280274483748272E-7
16279	1.1174531752199172E-5
16278	1.1174531752199172E-5
51223	1.4620012375793915E-4
36055	1.3781922494378977E-4
51224	3.3756398001435E-5
16307	9.312109793499309E-7
16308	9.312109793499309E-7
51252	0.08709150684370229
71280	2.3280274483748272E-7
16303	2.3280274483748272E-7
51246	0.00529277040388017
71284	2.3280274483748272E-7
51248	4.3860037127381744E-4
16301	0.04594036245524949
51247	5.18917318242749E-4
71270	1.3968164690248965E-6
16300	4.772456269168396E-4
16297	3.142837055306017E-5
16298	9.936021149663764E-4
71271	1.3968164690248965E-6
51238	1.8624219586998618E-6
16295	2.8401934870172894E-5
16296	2.8401934870172894E-5
36070	4.097328309139696E-5
71276	4.6560548967496545E-7
51239	1.024332077284924E-5
71172	2.3280274483748272E-7
35967	9.312109793499309E-7
35966	1.629619213862379E-6
51262	2.6772315656310513E-4
51266	1.6645396255880016E-4
16310	0.04822276056563617
16312	4.6560548967496545E-7
71161	3.492041172562241E-6
51253	0.0031933552509357506
16311	0.0033933328087511483
51254	7.351910681967704E-4
51259	7.445031779902698E-4
51260	2.5142696442448136E-5
71160	8.846504303824343E-6
51258	5.419647899816598E-4
781	2.3280274483748272E-7
16337	1.052268406665422E-4
786	2.467709095277317E-5
785	2.490989369761065E-5
787	2.3280274483748272E-7
774	4.956370437590007E-4
35975	6.751279600286999E-6
51271	1.8624219586998618E-6
773	7.915293324474413E-6
776	9.312109793499309E-7
51270	5.9131897188720615E-5
775	9.312109793499309E-7
778	9.312109793499309E-7
51276	0.0020547170259356227
777	9.312109793499309E-7
51275	1.955543056634855E-4
780	9.312109793499309E-7
51274	7.333286462380706E-5
779	9.312109793499309E-7
51273	2.6888717028729256E-4
35998	5.007587041454254E-4
35999	0.0014866783285321648
789	2.3280274483748272E-7
51287	0.009469950054499122
795	2.3280274483748272E-7
51289	2.0253838800860998E-5
796	4.6560548967496545E-7
51290	4.6560548967496545E-7
51291	4.6560548967496545E-7
793	1.8624219586998618E-6
794	1.1640137241874137E-6
71218	6.984082345124482E-7
71219	4.6560548967496545E-7
71214	1.9601991115316046E-4
819	2.3280274483748272E-7
71216	4.6560548967496545E-7
51302	4.660710951646404E-4
51301	0.012991324372910886
51304	3.1987097140670127E-4
36009	3.8086529055412176E-4
810	6.984082345124482E-7
51321	2.3280274483748272E-7
16117	3.8505573996119646E-4
16119	8.38089881414938E-6
16125	4.19044940707469E-6
16126	1.1640137241874137E-6
16127	2.3280274483748272E-7
16138	1.967183193876729E-4
51339	4.6560548967496545E-7
16137	2.3629478601004499E-4
51338	5.005259014005879E-5
16139	2.095224703537345E-6
966	2.3280274483748272E-7
51336	8.869784578308093E-4
967	2.3280274483748272E-7
51347	5.587265876099586E-6
51348	4.6560548967496545E-7
51345	8.730102931405602E-5
51346	5.335838911675105E-4
51341	4.6560548967496545E-7
975	6.215833287160789E-5
976	6.099431914742048E-5
988	0.00597162320782627
16155	9.312109793499309E-7
51353	4.6560548967496545E-7
987	5.983030542323306E-5
16156	5.820068620937068E-6
16153	1.8181894371807402E-4
986	5.983030542323306E-5
71383	2.3280274483748272E-7
16154	2.3955402443776974E-4
51350	2.3280274483748272E-7
16151	0.002081023736102258
984	5.983030542323306E-5
16152	6.19255301267704E-5
51349	2.3280274483748272E-7
16149	0.0012187223692242222
16150	2.3280274483748272E-7
996	0.005708788908904751
16163	3.1637893023413904E-4
16161	6.751279600286999E-6
35940	2.3280274483748272E-7
16162	1.9788233311186032E-5
16159	2.723792114598548E-5
16160	1.3549119749541494E-4
71396	2.3280274483748272E-7
990	0.005708788908904751
16157	8.38089881414938E-6
989	2.62834298921518E-4
16158	3.422200349110996E-5
51365	2.3280274483748272E-7
16168	1.2059182182581606E-4
1000	2.3280274483748272E-7
71407	2.3280274483748272E-7
16174	2.3280274483748272E-7
71292	2.3280274483748272E-7
71291	2.3280274483748272E-7
71289	2.3280274483748272E-7
71288	4.6560548967496545E-7
71286	2.3280274483748272E-7
51392	6.518476855449517E-5
51391	6.518476855449517E-5
16192	2.8401934870172894E-5
900	6.984082345124482E-7
71294	2.3280274483748272E-7
902	0.008547119973963341
906	4.11362450127832E-4
908	8.869784578308092E-5
16206	6.751279600286999E-6
910	0.0034403589632083197
16208	3.3639996629016255E-4
16207	7.216885089961965E-6
71311	2.3280274483748272E-7
16210	1.88570223318361E-5
16209	0.005626376737232283
51409	8.311057990698133E-5
16212	5.820068620937068E-6
51410	2.3280274483748272E-7
16211	9.800995557658022E-4
71310	3.492041172562241E-6
920	1.1640137241874137E-6
16215	6.262393836128285E-5
16216	2.3280274483748274E-6
918	2.3256994209264526E-4
16213	1.5132178414436377E-5
917	0.00297056302412628
921	7.589369481701938E-5
16223	3.352359525659752E-5
35873	3.1335249455125176E-4
51427	2.3280274483748272E-7
16226	0.0024062491706402216
935	2.3280274483748272E-7
16229	1.3130074808834026E-4
940	9.312109793499309E-7
16234	2.3280274483748272E-7
71345	6.984082345124482E-7
35888	2.3280274483748272E-7
942	9.312109793499309E-7
1108	1.3968164690248965E-6
16531	2.3280274483748272E-7
70989	4.6560548967496545E-7
70992	2.3280274483748272E-7
16530	1.6063389393786308E-4
1104	6.984082345124482E-7
16525	1.3968164690248965E-6
1101	6.052871365774551E-5
70982	5.06345970021525E-4
70981	5.06345970021525E-4
1098	1.629619213862379E-6
70988	1.629619213862379E-6
16509	4.6560548967496545E-7
70967	3.09627650633852E-5
70968	4.6560548967496545E-7
16503	9.312109793499309E-7
70972	0.0010888184376049068
35827	2.3280274483748272E-7
35826	2.3280274483748272E-7
50993	4.7119275555106507E-4
50992	4.7119275555106507E-4
35821	1.3921604141281467E-4
1130	9.312109793499309E-7
1131	9.312109793499309E-7
1125	2.3280274483748272E-7
50983	5.12166038642462E-6
1121	8.010742449857781E-4
1123	8.008414422409406E-4
16538	1.1640137241874137E-6
1114	2.3280274483748272E-7
35803	9.312109793499309E-7
16540	6.984082345124482E-7
16539	1.8437977391128632E-4
70930	2.3280274483748272E-7
16591	2.3280274483748272E-7
35725	4.8213448455842675E-4
16592	6.984082345124482E-7
70932	2.793632938049793E-6
70925	0.0025971474214069572
35731	2.7587125263241706E-4
51015	6.285674110612034E-6
51020	4.19044940707469E-6
16575	1.0476123517686723E-5
51007	3.3756398001435E-5
16573	8.148096069311896E-6
16579	3.492041172562241E-6
16577	9.312109793499309E-7
50997	6.378795208547027E-5
16568	3.142837055306017E-5
16567	7.426407560315699E-5
51002	6.886305192292739E-4
16571	1.1174531752199172E-5
51003	6.886305192292739E-4
16570	3.142837055306017E-5
1017	6.006310816807055E-5
16569	3.142837055306017E-5
1070	6.984082345124482E-7
51056	2.4211485463098204E-5
51055	8.008414422409405E-5
16622	6.285674110612034E-6
1072	6.984082345124482E-7
51054	4.6560548967496545E-7
16623	4.7491759946846476E-5
16624	0.0012520131617359822
1071	0.046628061763499415
51053	4.5908701281951596E-4
16625	5.012243096351003E-4
51060	6.774559874770747E-5
1073	6.099431914742048E-5
51058	2.3280274483748272E-7
1076	6.984082345124482E-7
16627	0.010739423422097915
16628	0.0032303708873649105
16613	9.312109793499309E-7
51048	3.3756398001435E-5
51047	2.3280274483748272E-7
16614	0.02285052061677828
16615	0.0011083738681712553
51046	1.4620012375793915E-4
16616	0.019324490243469765
51052	0.0013404782047742256
51051	4.842297092619641E-5
16618	1.2431666574321578E-4
51050	3.0031554084035273E-5
16620	0.007100483717543223
51049	3.6456909841549794E-4
1067	6.215833287160789E-5
16610	1.5597783904111343E-4
16612	1.550466280617635E-4
16598	1.0941729007361689E-4
1046	6.984082345124482E-7
16597	0.005577255358071574
1047	9.312109793499309E-7
70933	2.793632938049793E-6
16603	4.19044940707469E-6
51082	0.004027021880198776
51083	2.3280274483748272E-7
71111	5.587265876099586E-6
51084	1.1244372575650416E-4
51090	1.8624219586998618E-6
16403	9.777715283174275E-6
51091	2.3280274483748272E-7
51092	2.3280274483748272E-7
51085	1.1244372575650416E-4
51087	6.80482423159962E-4
51066	5.007587041454254E-4
51065	2.3280274483748272E-7
35637	7.915293324474413E-6
35639	0.15174920998388539
51073	2.3280274483748272E-7
51075	2.3280274483748272E-7
1217	4.6560548967496545E-7
71103	0.005641974521136394
51069	2.3280274483748272E-7
16426	7.067891333265976E-4
51116	1.7879250803518675E-4
16428	4.6560548967496545E-7
16427	1.1640137241874137E-6
16421	0.0014866783285321648
51109	2.5142696442448136E-5
16423	0.0010057078576979255
16434	6.113400079432297E-4
16433	0.0012243096351003218
16436	3.661987176293603E-4
16435	0.001004543843973738
51119	0.006062416278312888
16430	8.148096069311895E-5
16429	2.1673935544369642E-4
51117	4.6560548967496545E-7
51100	4.6560548967496545E-7
16409	5.005259014005879E-5
16410	0.011407800102526329
16411	4.609494347782158E-4
35673	1.2105742731549102E-5
51098	4.6560548967496545E-7
16412	4.99594690421238E-4
35671	2.3280274483748272E-7
16405	0.0012724998032816806
16406	3.259238427724758E-6
35672	1.3968164690248965E-6
51094	1.9089825076673585E-5
16407	0.013329121155670073
51093	3.119556780822268E-5
16408	0.0012375793915560581
16417	0.001030152145905861
51108	2.5142696442448136E-5
16418	2.914690365365284E-4
51106	2.3280274483748272E-7
16419	4.5349974694341636E-4
51105	2.3280274483748272E-7
16420	4.544309579227663E-4
16413	9.523960291301419E-4
71139	4.6560548967496545E-7
51103	1.3153355083317774E-4
16415	3.489713145113866E-4
51101	2.3280274483748272E-7
16416	4.539653524330913E-5
1159	5.983030542323306E-5
51143	7.868732775506917E-5
16454	4.656054896749655E-6
51144	7.798891952055672E-5
16453	8.343650374975381E-4
16459	6.984082345124482E-7
16458	2.3280274483748272E-7
35596	9.312109793499309E-7
35595	3.2126778787572615E-5
35598	2.3280274483748272E-7
35597	4.6560548967496545E-7
16463	3.5386017215297374E-5
35600	6.984082345124482E-7
16462	0.08391165415196711
35599	2.3280274483748272E-7
35601	2.572470330454184E-4
1172	6.984082345124482E-6
51156	4.4930929753634165E-4
51125	1.3968164690248965E-6
51128	0.009725567468330679
16437	1.9788233311186033E-4
51127	1.3968164690248965E-6
1141	4.6560548967496545E-7
51130	7.216885089961965E-6
51129	2.0696164016052214E-4
16441	2.3280274483748272E-7
51131	1.6622115981396266E-4
51139	3.678283368432227E-5
16485	8.748727150992601E-4
51173	7.361222791761205E-4
51174	9.37031047970868E-4
51179	0.1554763819287335
51180	8.872112605756467E-4
16491	0.12218442540324928
51183	0.0016843278588991877
51184	0.0010627445301831086
51181	0.0011686697790841633
51182	7.14704426651072E-5
51187	5.503456887958092E-4
51188	0.029441399125872254
51185	7.14704426651072E-5
51186	0.03780111289024142
16469	0.004164142696908054
51161	2.3280274483748272E-7
16477	6.984082345124482E-7
51167	2.1091928682275937E-4
71072	2.3280274483748272E-7
51172	0.003653606277479454
71071	2.3280274483748272E-7
51171	0.08854792081540558
16482	0.0011034850105296683
51170	1.1640137241874137E-6
51169	1.1640137241874137E-6
16799	0.0031495883349063037
16798	0.014870042523749372
51745	3.815636987886342E-4
16803	2.2837949268557055E-4
51747	4.6560548967496545E-7
16802	2.2418904327849588E-4
51748	4.1881213796263146E-4
16801	4.5256853596406646E-4
51733	2.3280274483748274E-6
51734	2.3280274483748274E-6
16791	0.006440720738673797
16790	0.0010559932505828217
16796	0.0030168907703489387
16795	5.8666291699045646E-5
51739	2.3280274483748272E-7
16794	8.311057990698133E-5
16793	3.140509027857642E-4
16815	3.9809269367209545E-5
16813	0.0014596732101310166
16814	0.0040449476915512626
51762	4.6560548967496545E-7
51761	4.6560548967496545E-7
16820	0.02006969182969455
16817	0.08496159453118415
16818	0.08458515249278195
16807	1.1640137241874137E-6
16805	9.000154115417083E-4
16811	0.007211297824085865
16812	0.0015257891896648618
16810	0.018673806571649004
70723	2.3280274483748272E-7
16765	0.008812049497588396
51712	2.3280274483748272E-7
16768	1.3968164690248965E-6
51709	2.3280274483748272E-7
16767	9.056026774178079E-5
51715	1.2850711515029046E-4
16769	0.009008302211486394
51716	0.06283183121242272
70717	2.3280274483748272E-7
16772	0.07443867766178511
51703	2.3280274483748274E-6
16758	0.0053875211210290255
51704	0.0053917115704361
16757	0.01665261314096998
